,,,,,,
CL_ADMIN_PRICES_EN,Index Numbers,,,,,
Indicator Name,Selected period with the corresponding period last year,,,,,
,,,,,,
Item Code,Item Name,YEAR_MONTH,CL_ADMIN_PRICES_E,D_BASKET_LVL,Indicator Name,OBS_VALUE
05.3.2.1.0,Small appliances for cooking and processing of food,1/1/20,Index Numbers,5,Selected period with the corresponding period last year,1.6
05.3.2.1.0,Small appliances for cooking and processing of food,5/1/20,Index Numbers,5,Selected period with the corresponding period last year,-1.3
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",6/1/25,Index Numbers,5,Selected period with the corresponding period last year,3.2
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",5/1/25,Index Numbers,5,Selected period with the corresponding period last year,3.2
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",4/1/25,Index Numbers,5,Selected period with the corresponding period last year,0.7
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",9/1/22,Index Numbers,5,Selected period with the corresponding period last year,0.8
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",8/1/22,Index Numbers,5,Selected period with the corresponding period last year,0.8
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",8/1/25,Index Numbers,5,Selected period with the corresponding period last year,3.2
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",7/1/25,Index Numbers,5,Selected period with the corresponding period last year,3.2
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",7/1/23,Index Numbers,5,Selected period with the corresponding period last year,2
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",2/1/14,Index Numbers,5,Selected period with the corresponding period last year,21.8
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",1/1/14,Index Numbers,5,Selected period with the corresponding period last year,17.7
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",12/1/17,Index Numbers,5,Selected period with the corresponding period last year,-9.3
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",11/1/17,Index Numbers,5,Selected period with the corresponding period last year,-11.4
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",10/1/17,Index Numbers,5,Selected period with the corresponding period last year,-11.9
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",9/1/17,Index Numbers,5,Selected period with the corresponding period last year,-12.2
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",8/1/17,Index Numbers,5,Selected period with the corresponding period last year,-14.5
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",7/1/22,Index Numbers,5,Selected period with the corresponding period last year,10.7
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",8/1/14,Index Numbers,5,Selected period with the corresponding period last year,16.4
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",7/1/14,Index Numbers,5,Selected period with the corresponding period last year,21.9
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",6/1/14,Index Numbers,5,Selected period with the corresponding period last year,30.1
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",5/1/14,Index Numbers,5,Selected period with the corresponding period last year,23.9
01.1.6.1.2,Fresh banana,5/1/23,Index Numbers,5,Selected period with the corresponding period last year,1.3
01.1.6.1.2,Fresh banana,4/1/23,Index Numbers,5,Selected period with the corresponding period last year,6.4
01.1.6.1.2,Fresh banana,3/1/23,Index Numbers,5,Selected period with the corresponding period last year,5
01.1.6.1.2,Fresh banana,8/1/24,Index Numbers,5,Selected period with the corresponding period last year,-2.5
01.1.6.1.2,Fresh banana,7/1/24,Index Numbers,5,Selected period with the corresponding period last year,-4.9
01.1.6.1.2,Fresh banana,6/1/24,Index Numbers,5,Selected period with the corresponding period last year,-1.6
01.1.6.1.2,Fresh banana,7/1/26,Index Numbers,5,Selected period with the corresponding period last year,9.1
01.1.6.1.2,Fresh banana,6/1/26,Index Numbers,5,Selected period with the corresponding period last year,7.3
01.1.6.1.2,Fresh banana,5/1/26,Index Numbers,5,Selected period with the corresponding period last year,3.4
01.1.6.1.2,Fresh banana,4/1/26,Index Numbers,5,Selected period with the corresponding period last year,0.4
01.1.6.1.2,Fresh banana,3/1/26,Index Numbers,5,Selected period with the corresponding period last year,2.3
01.1.6.1.2,Fresh banana,1/1/24,Index Numbers,5,Selected period with the corresponding period last year,2.5
01.1.6.1.2,Fresh banana,12/1/23,Index Numbers,5,Selected period with the corresponding period last year,-6.8
01.1.6.1.2,Fresh banana,11/1/23,Index Numbers,5,Selected period with the corresponding period last year,-1.6
01.1.6.1.2,Fresh banana,8/1/25,Index Numbers,5,Selected period with the corresponding period last year,5.7
01.1.6.1.2,Fresh banana,7/1/25,Index Numbers,5,Selected period with the corresponding period last year,9.6
01.1.6.1.2,Fresh banana,6/1/25,Index Numbers,5,Selected period with the corresponding period last year,8
01.1.6.1.2,Fresh banana,5/1/25,Index Numbers,5,Selected period with the corresponding period last year,6
01.1.6.1.2,Fresh banana,4/1/25,Index Numbers,5,Selected period with the corresponding period last year,12
01.1.6.1.2,Fresh banana,3/1/25,Index Numbers,5,Selected period with the corresponding period last year,8
10.1,EARLY CHILDHOOD AND PRIMARY EDUCATIO,7/1/22,Index Numbers,2,Selected period with the corresponding period last year,9.9
10.1,EARLY CHILDHOOD AND PRIMARY EDUCATIO,6/1/22,Index Numbers,2,Selected period with the corresponding period last year,10
10.1,EARLY CHILDHOOD AND PRIMARY EDUCATIO,5/1/22,Index Numbers,2,Selected period with the corresponding period last year,10
10.1,EARLY CHILDHOOD AND PRIMARY EDUCATIO,4/1/22,Index Numbers,2,Selected period with the corresponding period last year,10
10.1,EARLY CHILDHOOD AND PRIMARY EDUCATIO,3/1/22,Index Numbers,2,Selected period with the corresponding period last year,9.3
10.1,EARLY CHILDHOOD AND PRIMARY EDUCATIO,2/1/22,Index Numbers,2,Selected period with the corresponding period last year,9.3
10.1,EARLY CHILDHOOD AND PRIMARY EDUCATIO,1/1/22,Index Numbers,2,Selected period with the corresponding period last year,9.3
10.1,EARLY CHILDHOOD AND PRIMARY EDUCATIO,12/1/21,Index Numbers,2,Selected period with the corresponding period last year,5.4
10.1,EARLY CHILDHOOD AND PRIMARY EDUCATIO,11/1/21,Index Numbers,2,Selected period with the corresponding period last year,5.4
10.5.0.9,Other education not defined by level,11/1/25,Index Numbers,4,Selected period with the corresponding period last year,-0.9
10.5.0.9,Other education not defined by level,10/1/25,Index Numbers,4,Selected period with the corresponding period last year,-0.7
10.5.0.9,Other education not defined by level,9/1/25,Index Numbers,4,Selected period with the corresponding period last year,-0.1
10.5.0.9,Other education not defined by level,3/1/25,Index Numbers,4,Selected period with the corresponding period last year,0.7
10.5.0.9,Other education not defined by level,2/1/25,Index Numbers,4,Selected period with the corresponding period last year,1.5
10.5.0.9,Other education not defined by level,1/1/25,Index Numbers,4,Selected period with the corresponding period last year,-0.4
10.5.0.9,Other education not defined by level,12/1/24,Index Numbers,4,Selected period with the corresponding period last year,0.3
10.5.0.9,Other education not defined by level,2/1/26,Index Numbers,4,Selected period with the corresponding period last year,-2.2
10.5.0.9,Other education not defined by level,1/1/26,Index Numbers,4,Selected period with the corresponding period last year,0.1
10.5.0.9,Other education not defined by level,12/1/25,Index Numbers,4,Selected period with the corresponding period last year,-0.9
10.5.0.9,Other education not defined by level,5/1/24,Index Numbers,4,Selected period with the corresponding period last year,-2
10.5.0.9,Other education not defined by level,4/1/24,Index Numbers,4,Selected period with the corresponding period last year,-2
10.5.0.9,Other education not defined by level,3/1/24,Index Numbers,4,Selected period with the corresponding period last year,-2.1
10.5.0.9,Other education not defined by level,8/1/25,Index Numbers,4,Selected period with the corresponding period last year,0.1
01.3,SERVICES FOR PROCESSING PRIMARY GOODS FOR FOOD AND BEVERAGES,12/1/17,Index Numbers,2,Selected period with the corresponding period last year,0
01.3,SERVICES FOR PROCESSING PRIMARY GOODS FOR FOOD AND BEVERAGES,11/1/17,Index Numbers,2,Selected period with the corresponding period last year,0
01.3,SERVICES FOR PROCESSING PRIMARY GOODS FOR FOOD AND BEVERAGES,10/1/17,Index Numbers,2,Selected period with the corresponding period last year,0
01.3,SERVICES FOR PROCESSING PRIMARY GOODS FOR FOOD AND BEVERAGES,9/1/17,Index Numbers,2,Selected period with the corresponding period last year,0
01.3,SERVICES FOR PROCESSING PRIMARY GOODS FOR FOOD AND BEVERAGES,8/1/17,Index Numbers,2,Selected period with the corresponding period last year,0
01.3,SERVICES FOR PROCESSING PRIMARY GOODS FOR FOOD AND BEVERAGES,7/1/17,Index Numbers,2,Selected period with the corresponding period last year,0
01.3,SERVICES FOR PROCESSING PRIMARY GOODS FOR FOOD AND BEVERAGES,6/1/17,Index Numbers,2,Selected period with the corresponding period last year,0
01.3,SERVICES FOR PROCESSING PRIMARY GOODS FOR FOOD AND BEVERAGES,5/1/17,Index Numbers,2,Selected period with the corresponding period last year,0
03.1.2.4,School uniforms,9/1/14,Index Numbers,4,Selected period with the corresponding period last year,3.3
03.1.2.4,School uniforms,8/1/14,Index Numbers,4,Selected period with the corresponding period last year,2.1
03.1.2.4,School uniforms,5/1/16,Index Numbers,4,Selected period with the corresponding period last year,1.6
03.1.2.4,School uniforms,4/1/16,Index Numbers,4,Selected period with the corresponding period last year,2.6
03.1.2.4,School uniforms,3/1/16,Index Numbers,4,Selected period with the corresponding period last year,1.4
03.1.2.4,School uniforms,9/1/19,Index Numbers,4,Selected period with the corresponding period last year,-4.6
03.1.2.4,School uniforms,8/1/19,Index Numbers,4,Selected period with the corresponding period last year,-0.5
03.1.2.4,School uniforms,7/1/19,Index Numbers,4,Selected period with the corresponding period last year,-1.4
03.1.2.4,School uniforms,6/1/19,Index Numbers,4,Selected period with the corresponding period last year,-11.2
03.1.2.4,School uniforms,5/1/19,Index Numbers,4,Selected period with the corresponding period last year,-10.4
03.1.2.4,School uniforms,6/1/17,Index Numbers,4,Selected period with the corresponding period last year,-1.2
03.1.2.4,School uniforms,5/1/17,Index Numbers,4,Selected period with the corresponding period last year,0
03.1.2.4,School uniforms,2/1/19,Index Numbers,4,Selected period with the corresponding period last year,-10.5
03.1.2.4,School uniforms,1/1/19,Index Numbers,4,Selected period with the corresponding period last year,-9.9
03.1.2.4,School uniforms,12/1/18,Index Numbers,4,Selected period with the corresponding period last year,-3.9
03.1.2.4,School uniforms,11/1/18,Index Numbers,4,Selected period with the corresponding period last year,-4
03.1.2.4,School uniforms,10/1/18,Index Numbers,4,Selected period with the corresponding period last year,-2.5
03.1.2.4,School uniforms,9/1/18,Index Numbers,4,Selected period with the corresponding period last year,-2
03.1.2.4,School uniforms,8/1/18,Index Numbers,4,Selected period with the corresponding period last year,-9.5
03.1.2.4,School uniforms,7/1/18,Index Numbers,4,Selected period with the corresponding period last year,-6.8
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",6/1/23,Index Numbers,5,Selected period with the corresponding period last year,2
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",5/1/23,Index Numbers,5,Selected period with the corresponding period last year,2
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",4/1/23,Index Numbers,5,Selected period with the corresponding period last year,2
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",2/1/21,Index Numbers,5,Selected period with the corresponding period last year,17.5
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",1/1/21,Index Numbers,5,Selected period with the corresponding period last year,18.5
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",12/1/20,Index Numbers,5,Selected period with the corresponding period last year,16.9
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",2/1/25,Index Numbers,5,Selected period with the corresponding period last year,0.2
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",4/1/14,Index Numbers,5,Selected period with the corresponding period last year,20.7
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",3/1/14,Index Numbers,5,Selected period with the corresponding period last year,22.4
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",7/1/23,Index Numbers,5,Selected period with the corresponding period last year,7.8
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",6/1/23,Index Numbers,5,Selected period with the corresponding period last year,10.7
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",5/1/23,Index Numbers,5,Selected period with the corresponding period last year,11.2
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",4/1/23,Index Numbers,5,Selected period with the corresponding period last year,9.5
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",3/1/23,Index Numbers,5,Selected period with the corresponding period last year,7.5
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",2/1/23,Index Numbers,5,Selected period with the corresponding period last year,5.7
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",1/1/23,Index Numbers,5,Selected period with the corresponding period last year,8.1
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",3/1/15,Index Numbers,5,Selected period with the corresponding period last year,-4.6
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",7/1/18,Index Numbers,5,Selected period with the corresponding period last year,19.3
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",6/1/18,Index Numbers,5,Selected period with the corresponding period last year,8.3
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",5/1/18,Index Numbers,5,Selected period with the corresponding period last year,2.4
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",4/1/18,Index Numbers,5,Selected period with the corresponding period last year,-3.7
01.1.6.1.2,Fresh banana,2/1/25,Index Numbers,5,Selected period with the corresponding period last year,-4.5
01.1.6.1.2,Fresh banana,1/1/25,Index Numbers,5,Selected period with the corresponding period last year,-12.8
01.1.6.1.2,Fresh banana,12/1/24,Index Numbers,5,Selected period with the corresponding period last year,0.1
01.1.6.1.2,Fresh banana,11/1/24,Index Numbers,5,Selected period with the corresponding period last year,0.3
01.1.6.1.2,Fresh banana,10/1/24,Index Numbers,5,Selected period with the corresponding period last year,8.3
01.1.6.1.2,Fresh banana,9/1/24,Index Numbers,5,Selected period with the corresponding period last year,12.6
01.1.6.1.3,Fresh dates,7/1/26,Index Numbers,5,Selected period with the corresponding period last year,-3.6
01.1.6.1.3,Fresh dates,6/1/26,Index Numbers,5,Selected period with the corresponding period last year,-5.2
01.1.6.1.3,Fresh dates,5/1/26,Index Numbers,5,Selected period with the corresponding period last year,-5.5
01.1.6.1.3,Fresh dates,4/1/26,Index Numbers,5,Selected period with the corresponding period last year,-5.3
01.1.6.1.3,Fresh dates,3/1/26,Index Numbers,5,Selected period with the corresponding period last year,-5.5
01.1.6.1.3,Fresh dates,2/1/26,Index Numbers,5,Selected period with the corresponding period last year,-5.2
01.1.6.1.3,Fresh dates,1/1/26,Index Numbers,5,Selected period with the corresponding period last year,-3.9
01.1.6.1.3,Fresh dates,11/1/24,Index Numbers,5,Selected period with the corresponding period last year,-6.2
01.1.6.1.3,Fresh dates,10/1/24,Index Numbers,5,Selected period with the corresponding period last year,-2.1
10.5.0.9,Other education not defined by level,7/1/25,Index Numbers,4,Selected period with the corresponding period last year,0.6
10.5.0.9,Other education not defined by level,6/1/25,Index Numbers,4,Selected period with the corresponding period last year,-0.1
10.5.0.9,Other education not defined by level,5/1/25,Index Numbers,4,Selected period with the corresponding period last year,0.5
10.5.0.9,Other education not defined by level,4/1/25,Index Numbers,4,Selected period with the corresponding period last year,0.5
10.5.0.9.1,Language courses,2/1/26,Index Numbers,5,Selected period with the corresponding period last year,-2.3
10.5.0.9.1,Language courses,1/1/26,Index Numbers,5,Selected period with the corresponding period last year,-2
10.5.0.9.1,Language courses,12/1/25,Index Numbers,5,Selected period with the corresponding period last year,-3.1
10.5.0.9.1,Language courses,11/1/25,Index Numbers,5,Selected period with the corresponding period last year,-3.1
10.5.0.9.1,Language courses,10/1/25,Index Numbers,5,Selected period with the corresponding period last year,-2.9
10.5.0.9.1,Language courses,9/1/25,Index Numbers,5,Selected period with the corresponding period last year,-2.4
10.5.0.9.1,Language courses,8/1/25,Index Numbers,5,Selected period with the corresponding period last year,-2.3
10.5.0.9.1,Language courses,7/1/25,Index Numbers,5,Selected period with the corresponding period last year,-1.6
10.5.0.9.1,Language courses,6/1/25,Index Numbers,5,Selected period with the corresponding period last year,-2.3
10.5.0.9.1,Language courses,5/1/25,Index Numbers,5,Selected period with the corresponding period last year,-1.8
10.5.0.9.1,Language courses,1/1/24,Index Numbers,5,Selected period with the corresponding period last year,-2.1
03.1.2.4,School uniforms,6/1/18,Index Numbers,4,Selected period with the corresponding period last year,-4.5
03.1.2.4,School uniforms,7/1/16,Index Numbers,4,Selected period with the corresponding period last year,1.3
03.1.2.4,School uniforms,6/1/16,Index Numbers,4,Selected period with the corresponding period last year,2.1
03.1.2.4,School uniforms,3/1/18,Index Numbers,4,Selected period with the corresponding period last year,1.1
03.1.2.4,School uniforms,2/1/18,Index Numbers,4,Selected period with the corresponding period last year,1.7
03.1.2.4,School uniforms,1/1/18,Index Numbers,4,Selected period with the corresponding period last year,2.3
03.1.2.4,School uniforms,6/1/21,Index Numbers,4,Selected period with the corresponding period last year,2.3
03.1.2.4,School uniforms,5/1/21,Index Numbers,4,Selected period with the corresponding period last year,2.2
03.1.2.4,School uniforms,4/1/21,Index Numbers,4,Selected period with the corresponding period last year,3.7
03.1.2.4,School uniforms,3/1/21,Index Numbers,4,Selected period with the corresponding period last year,3.9
03.1.2.4,School uniforms,4/1/19,Index Numbers,4,Selected period with the corresponding period last year,-11
03.1.2.4,School uniforms,3/1/19,Index Numbers,4,Selected period with the corresponding period last year,-11
03.1.2.4,School uniforms,12/1/20,Index Numbers,4,Selected period with the corresponding period last year,-1.8
03.1.2.4,School uniforms,11/1/20,Index Numbers,4,Selected period with the corresponding period last year,-0.8
03.1.2.4,School uniforms,10/1/20,Index Numbers,4,Selected period with the corresponding period last year,-2.6
03.1.2.4,School uniforms,9/1/20,Index Numbers,4,Selected period with the corresponding period last year,-1.7
03.1.2.4,School uniforms,8/1/20,Index Numbers,4,Selected period with the corresponding period last year,-0.5
03.1.2.4,School uniforms,7/1/20,Index Numbers,4,Selected period with the corresponding period last year,-1.2
03.1.2.4,School uniforms,6/1/20,Index Numbers,4,Selected period with the corresponding period last year,2.8
11,RESTAURANTS AND ACCOMMODATION SERVICES,12/1/19,Index Numbers,1,Selected period with the corresponding period last year,3.7
11,RESTAURANTS AND ACCOMMODATION SERVICES,11/1/19,Index Numbers,1,Selected period with the corresponding period last year,3.5
11,RESTAURANTS AND ACCOMMODATION SERVICES,10/1/19,Index Numbers,1,Selected period with the corresponding period last year,3.2
04.5,"ELECTRICIT, GAS AND OTHER FUELS",9/1/19,Index Numbers,2,Selected period with the corresponding period last year,0.1
04.5,"ELECTRICIT, GAS AND OTHER FUELS",8/1/19,Index Numbers,2,Selected period with the corresponding period last year,0.1
04.5,"ELECTRICIT, GAS AND OTHER FUELS",7/1/19,Index Numbers,2,Selected period with the corresponding period last year,0.1
04.5,"ELECTRICIT, GAS AND OTHER FUELS",6/1/19,Index Numbers,2,Selected period with the corresponding period last year,0
04.5,"ELECTRICIT, GAS AND OTHER FUELS",5/1/19,Index Numbers,2,Selected period with the corresponding period last year,0
04.5,"ELECTRICIT, GAS AND OTHER FUELS",4/1/19,Index Numbers,2,Selected period with the corresponding period last year,0
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",1/1/25,Index Numbers,5,Selected period with the corresponding period last year,0.2
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",12/1/24,Index Numbers,5,Selected period with the corresponding period last year,0
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",5/1/22,Index Numbers,5,Selected period with the corresponding period last year,0.8
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",4/1/22,Index Numbers,5,Selected period with the corresponding period last year,0.8
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",3/1/22,Index Numbers,5,Selected period with the corresponding period last year,1
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",11/1/24,Index Numbers,5,Selected period with the corresponding period last year,0
08.3.2.0.0,"Mobile communication services (voice only; including, written (SMS) and image (MMS) messages, subscription fees for other messengers; excluding packages that include both voice and Internet services (to be declared later) and costs of telephone equipment",10/1/24,Index Numbers,5,Selected period with the corresponding period last year,0
10.3,POST-SECONDARY NON-TERTIARY EDUCATIO,12/1/15,Index Numbers,2,Selected period with the corresponding period last year,0
10.3,POST-SECONDARY NON-TERTIARY EDUCATIO,11/1/15,Index Numbers,2,Selected period with the corresponding period last year,0
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",6/1/22,Index Numbers,5,Selected period with the corresponding period last year,4.3
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",10/1/23,Index Numbers,5,Selected period with the corresponding period last year,8.7
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",9/1/23,Index Numbers,5,Selected period with the corresponding period last year,5.4
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",8/1/23,Index Numbers,5,Selected period with the corresponding period last year,6.8
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",10/1/15,Index Numbers,5,Selected period with the corresponding period last year,-4
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",9/1/15,Index Numbers,5,Selected period with the corresponding period last year,-7.9
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",8/1/15,Index Numbers,5,Selected period with the corresponding period last year,-8
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",7/1/15,Index Numbers,5,Selected period with the corresponding period last year,-0.1
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",6/1/15,Index Numbers,5,Selected period with the corresponding period last year,-3.2
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",5/1/15,Index Numbers,5,Selected period with the corresponding period last year,-6.2
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",4/1/15,Index Numbers,5,Selected period with the corresponding period last year,-3.7
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",11/1/22,Index Numbers,5,Selected period with the corresponding period last year,8.9
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",10/1/22,Index Numbers,5,Selected period with the corresponding period last year,12
11.2.0.2.0,"Holiday centres, camping sites, youth hostels and similar accommodation services",9/1/22,Index Numbers,5,Selected period with the corresponding period last year,12.4
01.1.6.1.3,Fresh dates,9/1/24,Index Numbers,5,Selected period with the corresponding period last year,-7.6
01.1.6.1.3,Fresh dates,8/1/24,Index Numbers,5,Selected period with the corresponding period last year,-5.4
01.1.6.1.3,Fresh dates,7/1/24,Index Numbers,5,Selected period with the corresponding period last year,-10
01.1.6.1.3,Fresh dates,6/1/24,Index Numbers,5,Selected period with the corresponding period last year,-10.4
01.1.6.1.3,Fresh dates,5/1/24,Index Numbers,5,Selected period with the corresponding period last year,-11.8
01.1.6.1.3,Fresh dates,4/1/24,Index Numbers,5,Selected period with the corresponding period last year,-11.9
01.1.6.1.3,Fresh dates,8/1/25,Index Numbers,5,Selected period with the corresponding period last year,-5.3
01.1.6.1.3,Fresh dates,7/1/25,Index Numbers,5,Selected period with the corresponding period last year,-6.9
01.1.6.1.3,Fresh dates,6/1/25,Index Numbers,5,Selected period with the corresponding period last year,-4.7
01.1.6.1.3,Fresh dates,5/1/25,Index Numbers,5,Selected period with the corresponding period last year,-4.5
01.1.6.1.3,Fresh dates,4/1/25,Index Numbers,5,Selected period with the corresponding period last year,-4.9
01.1.6.1.3,Fresh dates,3/1/25,Index Numbers,5,Selected period with the corresponding period last year,-2.8
01.1.6.1.3,Fresh dates,2/1/25,Index Numbers,5,Selected period with the corresponding period last year,-6
01.1.6.1.3,Fresh dates,12/1/25,Index Numbers,5,Selected period with the corresponding period last year,-1.2
01.1.6.1.3,Fresh dates,11/1/25,Index Numbers,5,Selected period with the corresponding period last year,-4.1
01.1.6.1.3,Fresh dates,10/1/25,Index Numbers,5,Selected period with the corresponding period last year,-6.2
01.1.6.1.3,Fresh dates,9/1/25,Index Numbers,5,Selected period with the corresponding period last year,-0.7
01.1.6.1.3,Fresh dates,12/1/22,Index Numbers,5,Selected period with the corresponding period last year,3.9
01.1.6.1.3,Fresh dates,11/1/22,Index Numbers,5,Selected period with the corresponding period last year,1.1
01.1.6.1.3,Fresh dates,10/1/22,Index Numbers,5,Selected period with the corresponding period last year,-6.1
01.1.6.1.3,Fresh dates,9/1/22,Index Numbers,5,Selected period with the corresponding period last year,-11.2
10.5.0.9.1,Language courses,7/1/26,Index Numbers,5,Selected period with the corresponding period last year,-0.6
10.5.0.9.1,Language courses,6/1/26,Index Numbers,5,Selected period with the corresponding period last year,-0.6
10.5.0.9.1,Language courses,5/1/26,Index Numbers,5,Selected period with the corresponding period last year,-1
10.5.0.9.1,Language courses,4/1/26,Index Numbers,5,Selected period with the corresponding period last year,-1.2
10.5.0.9.1,Language courses,3/1/26,Index Numbers,5,Selected period with the corresponding period last year,-1.5
10.5.0.9.1,Language courses,1/1/25,Index Numbers,5,Selected period with the corresponding period last year,-0.5
10.5.0.9.1,Language courses,12/1/24,Index Numbers,5,Selected period with the corresponding period last year,0.3
10.5.0.9.1,Language courses,11/1/24,Index Numbers,5,Selected period with the corresponding period last year,0.3
