,,,,,,
CL_ADMIN_PRICES_EN,Index Numbers,,,,,
Indicator Name,Selected period with the corresponding period last year,,,,,
,,,,,,
Item Code,Item Name,YEAR_MONTH,CL_ADMIN_PRICES_E,D_BASKET_LVL,Indicator Name,OBS_VALUE
08.3.9.2,"Subscription to audio-visual content, streaming services and rentals of audio-visual content",6/1/15,Index Numbers,4,Selected period with the corresponding period last year,-0.6
11.1.1,"Restaurants, caf?s and the like",12/1/20,Index Numbers,3,Selected period with the corresponding period last year,10.7
11.1.1,"Restaurants, caf?s and the like",8/1/21,Index Numbers,3,Selected period with the corresponding period last year,0.5
11.1.1,"Restaurants, caf?s and the like",7/1/21,Index Numbers,3,Selected period with the corresponding period last year,0.6
11.1.1,"Restaurants, caf?s and the like",6/1/21,Index Numbers,3,Selected period with the corresponding period last year,10.4
11.1.1,"Restaurants, caf?s and the like",5/1/21,Index Numbers,3,Selected period with the corresponding period last year,10.7
11.1.1,"Restaurants, caf?s and the like",4/1/21,Index Numbers,3,Selected period with the corresponding period last year,10.7
11.1.1,"Restaurants, caf?s and the like",3/1/21,Index Numbers,3,Selected period with the corresponding period last year,10.3
11.1.1,"Restaurants, caf?s and the like",2/1/21,Index Numbers,3,Selected period with the corresponding period last year,10.5
11.1.1,"Restaurants, caf?s and the like",1/1/21,Index Numbers,3,Selected period with the corresponding period last year,10.2
11.1.1,"Restaurants, caf?s and the like",11/1/20,Index Numbers,3,Selected period with the corresponding period last year,10.7
11.1.1,"Restaurants, caf?s and the like",10/1/20,Index Numbers,3,Selected period with the corresponding period last year,10.7
11.1.1,"Restaurants, caf?s and the like",9/1/20,Index Numbers,3,Selected period with the corresponding period last year,10.5
11.1.1,"Restaurants, caf?s and the like",8/1/20,Index Numbers,3,Selected period with the corresponding period last year,10.9
11.1.1,"Restaurants, caf?s and the like",7/1/20,Index Numbers,3,Selected period with the corresponding period last year,10.7
09.8,PACKAGE HOLIDAYS,3/1/15,Index Numbers,2,Selected period with the corresponding period last year,4.4
09.8,PACKAGE HOLIDAYS,2/1/15,Index Numbers,2,Selected period with the corresponding period last year,4.4
09.8,PACKAGE HOLIDAYS,1/1/15,Index Numbers,2,Selected period with the corresponding period last year,4.4
09.8,PACKAGE HOLIDAYS,12/1/14,Index Numbers,2,Selected period with the corresponding period last year,4.1
09.4.6.9.0,Other sporting services - practice,11/1/19,Index Numbers,5,Selected period with the corresponding period last year,-1.3
09.4.6.9.0,Other sporting services - practice,10/1/19,Index Numbers,5,Selected period with the corresponding period last year,-1.8
09.4.6.9.0,Other sporting services - practice,6/1/20,Index Numbers,5,Selected period with the corresponding period last year,2.2
09.4.6.9.0,Other sporting services - practice,5/1/20,Index Numbers,5,Selected period with the corresponding period last year,3.9
09.4.6.9.0,Other sporting services - practice,10/1/20,Index Numbers,5,Selected period with the corresponding period last year,-0.9
09.4.6.9.0,Other sporting services - practice,9/1/20,Index Numbers,5,Selected period with the corresponding period last year,2.6
09.4.6.9.0,Other sporting services - practice,8/1/20,Index Numbers,5,Selected period with the corresponding period last year,-0.5
09.4.6.9.0,Other sporting services - practice,7/1/20,Index Numbers,5,Selected period with the corresponding period last year,-1.8
09.4.6.9.0,Other sporting services - practice,3/1/21,Index Numbers,5,Selected period with the corresponding period last year,-1.2
09.4.6.9.0,Other sporting services - practice,2/1/21,Index Numbers,5,Selected period with the corresponding period last year,-1.6
09.4.6.9.0,Other sporting services - practice,1/1/21,Index Numbers,5,Selected period with the corresponding period last year,-2.5
09.4.6.9.0,Other sporting services - practice,12/1/20,Index Numbers,5,Selected period with the corresponding period last year,-0.5
09.4.6.9.0,Other sporting services - practice,11/1/20,Index Numbers,5,Selected period with the corresponding period last year,-2
09.4.6.9.0,Other sporting services - practice,5/1/21,Index Numbers,5,Selected period with the corresponding period last year,-2.7
09.4.6.9.0,Other sporting services - practice,11/1/17,Index Numbers,5,Selected period with the corresponding period last year,0
09.4.6.9.0,Other sporting services - practice,10/1/17,Index Numbers,5,Selected period with the corresponding period last year,0
09.4.6.9.0,Other sporting services - practice,9/1/17,Index Numbers,5,Selected period with the corresponding period last year,0
03.1.4.2.0,"Repair, tailoring and hire of clothing",4/1/16,Index Numbers,5,Selected period with the corresponding period last year,1.8
03.1.4.2.0,"Repair, tailoring and hire of clothing",3/1/16,Index Numbers,5,Selected period with the corresponding period last year,1.1
03.1.4.2.0,"Repair, tailoring and hire of clothing",2/1/16,Index Numbers,5,Selected period with the corresponding period last year,0.5
03.1.4.2.0,"Repair, tailoring and hire of clothing",1/1/16,Index Numbers,5,Selected period with the corresponding period last year,1.5
03.1.4.2.0,"Repair, tailoring and hire of clothing",12/1/15,Index Numbers,5,Selected period with the corresponding period last year,1.7
03.1.4.2.0,"Repair, tailoring and hire of clothing",2/1/17,Index Numbers,5,Selected period with the corresponding period last year,1.8
03.1.4.2.0,"Repair, tailoring and hire of clothing",1/1/17,Index Numbers,5,Selected period with the corresponding period last year,0.7
03.1.4.2.0,"Repair, tailoring and hire of clothing",12/1/16,Index Numbers,5,Selected period with the corresponding period last year,1.5
03.1.4.2.0,"Repair, tailoring and hire of clothing",11/1/16,Index Numbers,5,Selected period with the corresponding period last year,0.8
03.1.4.2.0,"Repair, tailoring and hire of clothing",10/1/16,Index Numbers,5,Selected period with the corresponding period last year,2.2
03.1.4.2.0,"Repair, tailoring and hire of clothing",9/1/16,Index Numbers,5,Selected period with the corresponding period last year,2.4
03.1.4.2.0,"Repair, tailoring and hire of clothing",8/1/16,Index Numbers,5,Selected period with the corresponding period last year,0.4
03.2,FOOTWEAR,10/1/15,Index Numbers,2,Selected period with the corresponding period last year,0
03.2,FOOTWEAR,9/1/15,Index Numbers,2,Selected period with the corresponding period last year,-0.1
03.2,FOOTWEAR,7/1/16,Index Numbers,2,Selected period with the corresponding period last year,0.7
03.2,FOOTWEAR,6/1/16,Index Numbers,2,Selected period with the corresponding period last year,1.1
03.2,FOOTWEAR,5/1/16,Index Numbers,2,Selected period with the corresponding period last year,1
03.2,FOOTWEAR,4/1/16,Index Numbers,2,Selected period with the corresponding period last year,0.7
08.3.3.0,Internet access provision services and net storage services,7/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,6/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,5/1/16,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,3/1/24,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,2/1/24,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,1/1/24,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,12/1/23,Index Numbers,4,Selected period with the corresponding period last year,-4.2
08.3.3.0,Internet access provision services and net storage services,11/1/23,Index Numbers,4,Selected period with the corresponding period last year,-4.2
08.3.3.0,Internet access provision services and net storage services,10/1/23,Index Numbers,4,Selected period with the corresponding period last year,-4.2
08.3.3.0,Internet access provision services and net storage services,4/1/19,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,3/1/19,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,2/1/19,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,1/1/19,Index Numbers,4,Selected period with the corresponding period last year,0
08.3.3.0,Internet access provision services and net storage services,12/1/18,Index Numbers,4,Selected period with the corresponding period last year,13.7
08.3.3.0,Internet access provision services and net storage services,11/1/18,Index Numbers,4,Selected period with the corresponding period last year,13.7
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",3/1/17,Index Numbers,5,Selected period with the corresponding period last year,-0.6
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",6/1/24,Index Numbers,5,Selected period with the corresponding period last year,-5.4
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",5/1/24,Index Numbers,5,Selected period with the corresponding period last year,-5.1
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",4/1/24,Index Numbers,5,Selected period with the corresponding period last year,-5.3
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",3/1/24,Index Numbers,5,Selected period with the corresponding period last year,-5.4
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",2/1/24,Index Numbers,5,Selected period with the corresponding period last year,-3.9
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",1/1/24,Index Numbers,5,Selected period with the corresponding period last year,-3.9
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",12/1/23,Index Numbers,5,Selected period with the corresponding period last year,-5.7
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",1/1/25,Index Numbers,5,Selected period with the corresponding period last year,-4.2
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",12/1/24,Index Numbers,5,Selected period with the corresponding period last year,-3.9
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",11/1/24,Index Numbers,5,Selected period with the corresponding period last year,-4.3
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",10/1/24,Index Numbers,5,Selected period with the corresponding period last year,-4
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",9/1/24,Index Numbers,5,Selected period with the corresponding period last year,-3.2
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",8/1/24,Index Numbers,5,Selected period with the corresponding period last year,-3.2
05.4.0.1.0,"Glassware, crystal-ware, ceramic ware and chinaware",7/1/24,Index Numbers,5,Selected period with the corresponding period last year,-4.2
08.3.9.2,"Subscription to audio-visual content, streaming services and rentals of audio-visual content",5/1/15,Index Numbers,4,Selected period with the corresponding period last year,-0.6
08.3.9.2,"Subscription to audio-visual content, streaming services and rentals of audio-visual content",1/1/15,Index Numbers,4,Selected period with the corresponding period last year,6.5
08.3.9.2,"Subscription to audio-visual content, streaming services and rentals of audio-visual content",12/1/14,Index Numbers,4,Selected period with the corresponding period last year,-0.6
08.3.9.2,"Subscription to audio-visual content, streaming services and rentals of audio-visual content",11/1/14,Index Numbers,4,Selected period with the corresponding period last year,-0.6
